index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.jungewelt.de/artikel/488981.sabotierte-ostseepipeline-rommel-kommt-voran.html,https://www.jungewelt.de/artikel/488981.sabotierte-ostseepipeline-rommel-kommt-voran.html,0,www.jungewelt.de,Sabotierte Ostseepipeline: Rommel kommt voran [Online-Abo],Der Generalbundesanwalt vermeldet Fortschritt bei den Ermittlungen zum Anschlag auf die Nord-Stream-Pipelines.,https://www.jungewelt.de/img/1100/202732.jpg,2024-12-01T23:00:00Z,https://web.archive.org/web/20241201213748/https://www.jungewelt.de/artikel/488981.sabotierte-ostseepipeline-rommel-kommt-voran.html,"Uneingeschränkter Zugriff auf alle Inhalte: Erleben Sie die Tageszeitung junge Welt in gedruckter oder digitaler Form oder beides kombiniert.
Nachrichtenauswahl und -aufbereitung erfordern finanziel… [+458 chars]",,de,'Nord Stream'
https://www.morgenpost.de/wirtschaft/article407510936/heizoelpreise-aktuell-heute-2-dezember-was-kostet-oel-heizung.html,https://www.morgenpost.de/wirtschaft/article407510936/heizoelpreise-aktuell-heute-2-dezember-was-kostet-oel-heizung.html,0,www.morgenpost.de,Heizölpreise aktuell: Das kostet ein Liter heute am 2. Dezember,"Die Heizölpreise sinken aktuell – ist jetzt ein guter Zeitpunkt, um zu kaufen? ○ Wir zeigen, was ein Liter heute (28. November) kostet.",https://img.sparknews.funkemedien.de/406650229/406650229_1728544566_v16_9_1600.jpeg,2024-12-02T08:42:00Z,https://web.archive.org/web/20241203021128/https://www.morgenpost.de/wirtschaft/article407510936/heizoelpreise-aktuell-heute-2-dezember-was-kostet-oel-heizung.html,"Berlin. Die Heizölpreise sinken aktuell ist jetzt ein guter Zeitpunkt, um zu kaufen? Wir zeigen, was ein Liter heute (2. Dezember) kostet.
Der Winter steht vor der Tür und in vielen Haushalten laufe… [+8830 chars]",,de,'Heizöl'
https://www.telepolis.de/features/Erneuerbare-Energien-Wer-fuehrt-wer-verliert-10184173.html,https://www.telepolis.de/features/Erneuerbare-Energien-Wer-fuehrt-wer-verliert-10184173.html,0,www.telepolis.de,"Erneuerbare Energien: Wer führt, wer verliert?",Der rasante Ausbau der Erneuerbaren in China stimmt die Experten optimistisch. Doch wie sieht es in anderen Regionen aus? Eine Umschau.,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/5/5/2/1/7/Zwischenablage-1-c1daba21203dffd2.jpeg,2024-12-02T09:00:00Z,https://web.archive.org/web/20241202092835/https://www.telepolis.de/features/Erneuerbare-Energien-Wer-fuehrt-wer-verliert-10184173.html,"Foto: Roschetzky Photography, shutterstock
Der rasante Ausbau der Erneuerbaren in China stimmt die Experten optimistisch. Doch wie sieht es in anderen Regionen aus? Eine Umschau.
Laut einer Umfrage… [+5103 chars]",,de,'Erneuerbare Energie'
https://www.welt.de/wirtschaft/article254746386/Robert-Habeck-An-Kenias-Hoellentor-stellt-er-die-Frage-nach-der-russischen-Atomkraft.html,https://www.welt.de/wirtschaft/article254746386/Robert-Habeck-An-Kenias-Hoellentor-stellt-er-die-Frage-nach-der-russischen-Atomkraft.html,0,www.welt.de,Am Höllentor stellt Habeck auf einmal die Frage nach der russischen Atomkraft,Robert Habeck besucht in Kenia ein Geothermie-Kraftwerk. Das afrikanische Land bezieht 90 Prozent seines Stroms aus erneuerbaren Quellen wir diesen. Trotzdem wird über den Bau eines AKWs aus russischer Fertigung nachgedacht. Habeck hakt nach – und bekommt ein…,https://img.welt.de/img/wirtschaft/mobile254746464/3147937467-ci16x9-w1200/Bundeswirtschaftsminister-Habeck-in-Kenia.jpg,2024-12-02T18:37:10Z,http://archive.md/20241203134621/https://www.welt.de/wirtschaft/article254746386/Robert-Habeck-An-Kenias-Hoellentor-stellt-er-die-Frage-nach-der-russischen-Atomkraft.html,Robert Habeck besucht in Kenia ein Geothermie-Kraftwerk. Das afrikanische Land bezieht 90 Prozent seines Stroms aus erneuerbaren Quellen wir diesen. Trotzdem wird über den Bau eines AKWs aus russisch… [+6281 chars],,de,'AKW'
https://www.n-tv.de/wirtschaft/Ex-AKW-Betreiber-EnBW-erteilt-Atom-Revival-klare-Absage-article25405141.html,https://www.n-tv.de/wirtschaft/Ex-AKW-Betreiber-EnBW-erteilt-Atom-Revival-klare-Absage-article25405141.html,0,www.n-tv.de,Keine Chance für Unionspläne: Ex-AKW-Betreiber EnBW erteilt Atom-Revival klare Absage,Besonders die Union wettert stetig gegen den einseitigen Fokus auf erneuerbare Energie und bringt eine Rückkehr zur Atomkraft ins Spiel. Geht es nach dem Energieerzeuger EnBW sind diese Gedankenspiele hinfällig. Abgeschaltete AKW werden bereits demontiert. Au…,https://bilder3.n-tv.de/img/incoming/crop25405146/3231329456-cImg_16_9-w1200/imago243473142.jpg,2024-12-03T06:23:26Z,https://web.archive.org/web/20241203073040/https://www.n-tv.de/wirtschaft/Ex-AKW-Betreiber-EnBW-erteilt-Atom-Revival-klare-Absage-article25405141.html,Besonders die Union wettert stetig gegen den einseitigen Fokus auf erneuerbare Energie und bringt eine Rückkehr zur Atomkraft ins Spiel. Geht es nach dem Energieerzeuger EnBW sind diese Gedankenspiel… [+2139 chars],,de,'AKW'
https://www.tagesspiegel.de/politik/energie-klima/praktisch-gesehen-irreversibel-energiekonzern-enbw-halt-wiederinbetriebnahme-von-akw-fur-ausgeschlossen-12809087.html,https://www.tagesspiegel.de/politik/energie-klima/praktisch-gesehen-irreversibel-energiekonzern-enbw-halt-wiederinbetriebnahme-von-akw-fur-ausgeschlossen-12809087.html,0,www.tagesspiegel.de,„Praktisch gesehen irreversibel“: Energiekonzern EnBW hält Wiederinbetriebnahme von Akw für ausgeschlossen,"Die Diskussion darüber, ob in Deutschland nicht wieder Atomkraft genutzt werden könnte, weiter. Die Union möchte das bei einer Regierungsübernahme prüfen. Ein Experte der Branche wird deutlich.",https://www.tagesspiegel.de/images/8763580/alternates/BASE_16_9_W1400/1733204948000/kernkraftwerk-neckarwestheim.jpeg,2024-12-03T06:35:04Z,http://archive.md/20241203071037/https://www.tagesspiegel.de/politik/energie-klima/praktisch-gesehen-irreversibel-energiekonzern-enbw-halt-wiederinbetriebnahme-von-akw-fur-ausgeschlossen-12809087.html,"Für die Befürworter gilt die Atomkraft als günstigere und zuverlässige Art, Strom zu produzieren. Zudem sei dies klimafreundlicher. Politiker von CDU und CSU hatten gerade in dem Positionspapier Neue… [+3316 chars]",,de,'Akw'
https://www.morgenpost.de/wirtschaft/article407510936/heizoelpreise-aktuell-heute-3-dezember-was-kostet-oel-heizung.html,https://www.morgenpost.de/wirtschaft/article407510936/heizoelpreise-aktuell-heute-3-dezember-was-kostet-oel-heizung.html,0,www.morgenpost.de,Heizölpreise aktuell: Das kostet ein Liter heute am 3. Dezember,"Die Heizölpreise sinken aktuell – ist jetzt ein guter Zeitpunkt, um zu kaufen? ○ Wir zeigen, was ein Liter heute am 3. Dezember kostet.",https://img.sparknews.funkemedien.de/406640396/406640396_1719216868_v16_9_1600.jpeg,2024-12-03T08:16:00Z,,"Berlin. Die Heizölpreise sinken aktuell ist jetzt ein guter Zeitpunkt, um zu kaufen? Wir zeigen, was ein Liter heute (3. Dezember) kostet.
Der Winter steht vor der Tür und in vielen Haushalten laufe… [+8829 chars]",,de,'Heizöl'
https://www.focus.de/panorama/so-geht-es-deutschland-wirklich-trotz-inflation-und-kriegsangst-56-prozent-der-deutschen-sind-mit-ihrem-leben-zufrieden_id_260501787.html,https://www.focus.de/panorama/so-geht-es-deutschland-wirklich-trotz-inflation-und-kriegsangst-56-prozent-der-deutschen-sind-mit-ihrem-leben-zufrieden_id_260501787.html,0,www.focus.de,„So geht es Deutschland wirklich“ - Trotz Inflation und Kriegsangst: 56 Prozent der Deutschen sind mit Leben zufrieden,"Eine Civey-Umfrage für FOCUS Online unter 5000 Deutschen ergab: Mehr als die Hälfte der Menschen ist mit ihrem Leben zufrieden, wobei sich die Situation für 43 Prozent zuletzt verschlechtert hat. Viele sorgen sich um die Zukunft – gerade mit Blick auf die Mig…",https://p6.focus.de/img/fotos/id_260502210/jetzt.jpg?im=Crop%3D%280%2C25%2C1400%2C700%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=31ec630f7b96e10eb8d5f417bf9307e320f33e8b5473abc8596878c7ad02c3ac,2024-12-03T08:52:02Z,https://web.archive.org/web/20241203175704/https://www.focus.de/panorama/so-geht-es-deutschland-wirklich-trotz-inflation-und-kriegsangst-56-prozent-der-deutschen-sind-mit-ihrem-leben-zufrieden_id_260501787.html,"<ul><li>
Kommentare</li><li>
E-Mail</li><li>
Teilen</li><li>
Mehr</li><li>
Twitter</li><li>
Drucken</li><li>
Feedback</li><li>
Fehler meldenSie haben einen Fehler gefunden?
Bitte markieren S… [+5581 chars]",,de,'Energiepreise'
https://www.basicthinking.de/blog/2024/12/03/warnung-smart-home/,https://www.basicthinking.de/blog/2024/12/03/warnung-smart-home/,0,www.basicthinking.de,Warnung vor Smart Home: Bundesnetzagentur rät zu Vorsicht beim Kauf,"Gerade in der Weihnachtszeit stehen elektronische Geräte hoch im Kurs. Doch die Bundesnetzagentur hat nun eine Warnung für Produkte aus dem Bereich Smart Home ausgesprochen. Wir erklären dir, was du dabei beachten solltest. Der Markt für Smart-Home-Geräte ist…",https://www.basicthinking.de/blog/wp-content/uploads/2024/12/warnung-smart-home.jpeg,2024-12-03T10:00:24Z,,"Gerade in der Weihnachtszeit stehen elektronische Geräte hoch im Kurs. Doch die Bundesnetzagentur hat nun eine Warnung für Produkte aus dem Bereich Smart Home ausgesprochen. Wir erklären dir, was du … [+2800 chars]",,de,'Bundesnetzagentur'
https://www.sueddeutsche.de/wissen/waermepumpe-waermeplanung-daenemark-grosswaermepumpe-li.3146263,https://www.sueddeutsche.de/wissen/waermepumpe-waermeplanung-daenemark-grosswaermepumpe-li.3146263,0,www.sueddeutsche.de,Erneuerbare Energie: Was Dänemark bei der Wärmewende besser macht,"Energie aus dem Meer, Fernwärmequoten von 90 Prozent:  Das Land kommt ohne Kulturkämpfe um die Wärmepumpe aus. Wie gelingt das?",https://www.sueddeutsche.de/2024/11/28/f1fe66a7-32db-430b-901d-50b979a5f54e.jpeg?q=60&fm=webp&width=1200&rect=0%2C100%2C2200%2C1237,2024-12-03T11:26:46Z,https://web.archive.org/web/20241203123816/https://www.sueddeutsche.de/wissen/waermepumpe-waermeplanung-daenemark-grosswaermepumpe-li.3146263,"3. Dezember 2024, 12:26 UhrLesezeit: 5 Min.
Energie aus dem Meer, Fernwärmequoten von 90 Prozent:  Das Land kommt ohne Kulturkämpfe um die Wärmepumpe aus. Wie gelingt das?
Von Christoph von Eichhor… [+712 chars]",,de,'Wärmepumpe'
